0 0.000000
500 0.000000
500 0.000000
1000 0.000000
1000 0.000000
1500 0.000000
1500 0.000000
2000 0.000000
2000 0.000000
2500 0.000000
2500 0.000000
3000 0.000000
3000 0.000000
3500 0.000000
3500 0.000000
4000 0.000000
4000 0.000000
4500 0.000000
4500 0.000000
5000 0.000001
5000 0.000000
5500 0.000002
5500 0.000001
6000 0.000001
6000 0.000003
6500 0.000004
6500 0.000000
7000 0.000003
7000 0.000001
7500 0.000008
7500 0.000001
8000 0.000028
8000 0.000000
8500 0.000009
8500 0.000000
9000 0.000010
9000 0.000000
9500 0.000005
9500 0.000000
10000 0.000041
10000 0.000000
10500 0.000206
10500 0.000001
11000 0.000000
11000 0.000046
11500 0.000013
11500 0.000188
12000 0.000066
12000 0.000412
12500 0.000190
12500 0.000584
13000 0.000177
13000 0.000509
13500 0.000253
13500 0.000399
14000 0.000098
14000 0.001122
14500 0.003698
14500 0.002135
15000 0.004603
15000 0.000575
15500 0.005888
15500 0.002229
16000 0.004941
16000 0.009612
16500 0.044303
16500 0.000379
17000 0.013877
17000 0.000613
17500 0.012644
17500 0.010582
18000 0.010562
18000 0.001296
18500 0.029485
18500 0.002374
19000 0.030437
19000 0.000030
19500 0.077018
19500 0.000062
20000 0.019723
20000 0.000042
20500 0.008169
20500 0.000041
21000 0.027789
21000 0.000064
21500 0.000111
21500 0.069793
22000 0.000162
22000 0.036166
22500 0.002026
22500 0.014371
23000 0.004797
23000 0.040451
23500 0.005141
23500 0.008645
24000 0.003497
24000 0.012776
24500 0.028929
24500 0.013321
25000 0.014197
25000 0.010486
25500 0.015299
25500 0.018759
26000 0.023243
26000 0.009908
26500 0.036476
26500 0.006707
27000 0.023357
27000 0.001361
27500 0.033988
27500 0.011671
28000 0.021336
28000 0.000077
28500 0.003850
28500 0.003296
29000 0.017111
29000 0.001791
29500 0.017998
29500 0.000113
30000 0.010051
30000 0.000055
30500 0.010309
30500 0.000244
31000 0.013899
31000 0.000048
31500 0.017160
31500 0.000081
32000 0.046962
32000 0.000005
32500 0.000101
32500 0.029238
33000 0.000306
33000 0.024758
33500 0.003400
33500 0.012975
34000 0.002783
34000 0.002755
34500 0.005608
34500 0.002634
35000 0.001891
35000 0.014029
35500 0.000407
35500 0.021148
36000 0.000192
36000 0.023196
36500 0.004502
36500 0.002523
37000 0.030092
37000 0.023160
37500 0.038959
37500 0.004764
38000 0.049657
38000 0.000952
38500 0.017201
38500 0.003594
39000 0.026605
39000 0.006437
39500 0.006326
39500 0.000893
40000 0.002669
40000 0.000549
40500 0.002571
40500 0.000045
41000 0.006949
41000 0.000091
41500 0.020686
41500 0.000039
42000 0.009235
42000 0.000004
42500 0.030382
42500 0.000027
43000 0.000014
43000 0.004540
43500 0.000585
43500 0.007953
44000 0.001665
44000 0.007937
44500 0.002275
44500 0.005815
45000 0.005125
45000 0.003814
45500 0.000029
45500 0.007983
46000 0.004001
46000 0.011231
46500 0.034444
46500 0.028585
47000 0.021167
47000 0.002260
47500 0.021287
47500 0.008680
48000 0.043555
48000 0.002663
48500 0.033076
48500 0.001401
49000 0.026577
49000 0.009876
49500 0.019301
49500 0.004163
50000 0.023880
50000 0.005190
50500 0.010703
50500 0.000492
51000 0.013029
51000 0.000131
51500 0.045171
51500 0.000087
52000 0.009071
52000 0.000058
52500 0.009278
52500 0.000072
53000 0.026169
53000 0.000076
53500 0.000153
53500 0.030789
54000 0.000057
54000 0.004084
54500 0.001970
54500 0.001985
55000 0.002423
55000 0.008309
55500 0.002819
55500 0.036891
56000 0.018694
56000 0.003694
56500 0.011601
56500 0.011908
57000 0.012393
57000 0.062777
57500 0.008957
57500 0.000593
58000 0.002270
58000 0.009939
58500 0.007245
58500 0.011753
59000 0.063127
59000 0.011382
59500 0.007098
59500 0.013047
60000 0.004742
60000 0.000399
60500 0.063423
60500 0.004066
61000 0.010000
61000 0.001625
61500 0.031783
61500 0.000241
62000 0.055687
62000 0.000171
62500 0.016652
62500 0.000022
63000 0.011961
63000 0.000019
63500 0.064629
63500 0.000043
64000 0.042387
64000 0.000156
64500 0.000231
64500 0.023782
65000 0.000089
65000 0.009800
65500 0.002031
65500 0.030628
66000 0.002796
66000 0.021431
66500 0.001813
66500 0.002556
67000 0.013920
67000 0.001884
67500 0.003456
67500 0.014676
68000 0.017109
68000 0.032967
68500 0.023265
68500 0.011867
69000 0.016619
69000 0.004270
69500 0.020601
69500 0.008447
70000 0.029047
70000 0.001284
70500 0.008615
70500 0.009398
71000 0.019138
71000 0.001138
71500 0.038763
71500 0.002419
72000 0.011949
72000 0.000833
72500 0.029487
72500 0.000039
73000 0.032333
73000 0.000159
73500 0.000343
73500 0.000011
74000 0.014843
74000 0.000009
74500 0.002957
74500 0.000123
75000 0.000041
75000 0.042327
75500 0.001845
75500 0.031891
76000 0.002195
76000 0.014880
76500 0.002387
76500 0.021923
77000 0.009036
77000 0.004511
77500 0.002685
77500 0.038605
78000 0.005301
78000 0.009502
78500 0.012852
78500 0.009984
79000 0.029785
79000 0.021026
79500 0.003469
79500 0.006026
80000 0.006856
80000 0.000783
80500 0.002765
80500 0.002100
81000 0.022873
81000 0.003603
81500 0.013120
81500 0.004129
82000 0.031430
82000 0.001503
82500 0.028101
82500 0.001012
83000 0.019347
83000 0.000425
83500 0.017121
83500 0.000052
84000 0.017956
84000 0.000088
84500 0.032015
84500 0.000099
85000 0.009184
85000 0.000077
85500 0.000147
85500 0.020944
86000 0.001598
86000 0.028503
86500 0.000579
86500 0.023822
87000 0.002755
87000 0.010170
87500 0.005874
87500 0.000206
88000 0.018475
88000 0.015371
88500 0.002809
88500 0.003523
89000 0.007001
89000 0.022603
89500 0.020966
89500 0.000532
90000 0.017067
90000 0.000000
90500 0.015103
90500 0.000508
91000 0.010452
91000 0.009570
91500 0.015565
91500 0.005502
92000 0.004544
92000 0.002099
92500 0.007254
92500 0.003015
93000 0.018687
93000 0.000610
93500 0.018262
93500 0.000478
94000 0.009251
94000 0.000018
94500 0.003025
94500 0.000022
95000 0.024780
95000 0.000029
95500 0.026663
95500 0.000120
96000 0.016773
96000 0.000177
96500 0.000546
96500 0.034944
97000 0.002723
97000 0.002579
97500 0.002887
97500 0.050113
98000 0.006809
98000 0.025909
98500 0.010289
98500 0.007592
99000 0.003014
99000 0.029092
99500 0.019724
99500 0.011349
100000 0.005163
100000 0.004825
100500 0.000751
100500 0.005075
101000 0.025820
101000 0.001692
101500 0.003733
101500 0.000989
102000 0.002147
102000 0.002724
102500 0.043216
102500 0.002455
103000 0.002991
103000 0.002404
103500 0.001128
103500 0.002293
104000 0.004224
104000 0.000421
104500 0.032387
104500 0.000013
105000 0.006355
105000 0.000054
105500 0.016471
105500 0.000007
106000 0.001882
106000 0.000073
106500 0.027909
106500 0.000062
107000 0.000035
107000 0.015855
107500 0.004216
107500 0.001527
108000 0.001248
108000 0.004892
108500 0.006923
108500 0.006199
109000 0.005965
109000 0.015597
